Country,Monetary_Unit,Date,Rate
Australia,Dollars, 6-Jun-02 ,0.5748
Australia,Dollars, 7-Jun-02 ,0.5711
Australia,Dollars,10-Jun-02 ,0.5693
Australia,Dollars,11-Jun-02 ,0.5683
Australia,Dollars,12-Jun-02 ,0.5715
Australia,Dollars,13-Jun-02 ,0.5688
Australia,Dollars,14-Jun-02 ,0.5603
Australia,Dollars,17-Jun-02 ,0.5583
Australia,Dollars,18-Jun-02 ,0.5618
Australia,Dollars,19-Jun-02 ,0.5655
Australia,Dollars,20-Jun-02 ,0.5709
Australia,Dollars,21-Jun-02 ,0.5743
Australia,Dollars,24-Jun-02 ,0.5737
Australia,Dollars,25-Jun-02 ,0.5683
Australia,Dollars,26-Jun-02 ,0.5614
Australia,Dollars,27-Jun-02 ,0.5640
Australia,Dollars,28-Jun-02 ,0.5628
Australia,Dollars, 1-Jul-02 ,0.5615
Australia,Dollars, 2-Jul-02 ,0.5623
Australia,Dollars, 3-Jul-02 ,0.5603
Australia,Dollars, 4-Jul-02 ,ND
Australia,Dollars, 5-Jul-02 ,0.5568
Australia,Dollars, 8-Jul-02 ,0.5644
Australia,Dollars, 9-Jul-02 ,0.5688
Australia,Dollars,10-Jul-02 ,0.5672
Australia,Dollars,11-Jul-02 ,0.5593
Australia,Dollars,12-Jul-02 ,0.5595
Australia,Dollars,15-Jul-02 ,0.5599
Australia,Dollars,16-Jul-02 ,0.5583
Australia,Dollars,17-Jul-02 ,0.5516
Australia,Dollars,18-Jul-02 ,0.5520
Australia,Dollars,19-Jul-02 ,0.5555
Australia,Dollars,22-Jul-02 ,0.5517
Australia,Dollars,23-Jul-02 ,0.5454
Australia,Dollars,24-Jul-02 ,0.5405
Australia,Dollars,25-Jul-02 ,0.5416
Australia,Dollars,26-Jul-02 ,0.5370
Australia,Dollars,29-Jul-02 ,0.5410
Australia,Dollars,30-Jul-02 ,0.5445
Australia,Dollars,31-Jul-02 ,0.5445
Australia,Dollars, 1-Aug-02 ,0.5387
Australia,Dollars, 2-Aug-02 ,0.5396
Australia,Dollars, 5-Aug-02 ,0.5292
Australia,Dollars, 6-Aug-02 ,0.5280
Australia,Dollars, 7-Aug-02 ,0.5363
Australia,Dollars, 8-Aug-02 ,0.5331
Australia,Dollars, 9-Aug-02 ,0.5354
Australia,Dollars,12-Aug-02 ,0.5392
Australia,Dollars,13-Aug-02 ,0.5381
Australia,Dollars,14-Aug-02 ,0.5375
Australia,Dollars,15-Aug-02 ,0.5443
Australia,Dollars,16-Aug-02 ,0.5440
Australia,Dollars,19-Aug-02 ,0.5422
Australia,Dollars,20-Aug-02 ,0.5464
Australia,Dollars,21-Aug-02 ,0.5444
Australia,Dollars,22-Aug-02 ,0.5398
Australia,Dollars,23-Aug-02 ,0.5433
Australia,Dollars,26-Aug-02 ,0.5442
Australia,Dollars,27-Aug-02 ,0.5534
Australia,Dollars,28-Aug-02 ,0.5510
Australia,Dollars,29-Aug-02 ,0.5517
Australia,Dollars,30-Aug-02 ,0.5495
Australia,Dollars, 2-Sep-02 ,ND
Australia,Dollars, 3-Sep-02 ,0.5465
Australia,Dollars, 4-Sep-02 ,0.5443
Australia,Dollars, 5-Sep-02 ,0.5419
Australia,Dollars, 6-Sep-02 ,0.5467
Australia,Dollars, 9-Sep-02 ,0.5467
Australia,Dollars,10-Sep-02 ,0.5468
Australia,Dollars,11-Sep-02 ,0.5476
Australia,Dollars,12-Sep-02 ,0.5518
Australia,Dollars,13-Sep-02 ,0.5504
Australia,Dollars,16-Sep-02 ,0.5487
Australia,Dollars,17-Sep-02 ,0.5474
Australia,Dollars,18-Sep-02 ,0.5485
Australia,Dollars,19-Sep-02 ,0.5510
Australia,Dollars,20-Sep-02 ,0.5464
Australia,Dollars,23-Sep-02 ,0.5447
Australia,Dollars,24-Sep-02 ,0.5445
Australia,Dollars,25-Sep-02 ,0.5445
Australia,Dollars,26-Sep-02 ,0.5443
Australia,Dollars,27-Sep-02 ,0.5440
Australia,Dollars,30-Sep-02 ,0.5429
Australia,Dollars, 1-Oct-02 ,0.5422
Australia,Dollars, 2-Oct-02 ,0.5442
Australia,Dollars, 3-Oct-02 ,0.5465
Australia,Dollars, 4-Oct-02 ,0.5461
Australia,Dollars, 7-Oct-02 ,0.5497
Australia,Dollars, 8-Oct-02 ,0.5470
Australia,Dollars, 9-Oct-02 ,0.5485
Australia,Dollars,10-Oct-02 ,0.5473
Australia,Dollars,11-Oct-02 ,0.5485
Australia,Dollars,14-Oct-02 ,ND
Australia,Dollars,15-Oct-02 ,0.5467
Australia,Dollars,16-Oct-02 ,0.5487
Australia,Dollars,17-Oct-02 ,0.5500
Australia,Dollars,18-Oct-02 ,0.5498
Australia,Dollars,21-Oct-02 ,0.5530
Australia,Dollars,22-Oct-02 ,0.5527
Australia,Dollars,23-Oct-02 ,0.5526
Australia,Dollars,24-Oct-02 ,0.5550
Australia,Dollars,25-Oct-02 ,0.5545
Australia,Dollars,28-Oct-02 ,0.5585
Australia,Dollars,29-Oct-02 ,0.5561
Australia,Dollars,30-Oct-02 ,0.5528
Australia,Dollars,31-Oct-02 ,0.5548
Australia,Dollars, 1-Nov-02 ,0.5595
Australia,Dollars, 4-Nov-02 ,0.5610
Australia,Dollars, 5-Nov-02 ,0.5615
Australia,Dollars, 6-Nov-02 ,0.5615
Australia,Dollars, 7-Nov-02 ,0.5660
Australia,Dollars, 8-Nov-02 ,0.5658
Australia,Dollars,11-Nov-02 ,ND
Australia,Dollars,12-Nov-02 ,0.5610
Australia,Dollars,13-Nov-02 ,0.5598
Australia,Dollars,14-Nov-02 ,0.5626
Australia,Dollars,15-Nov-02 ,0.5628
Australia,Dollars,18-Nov-02 ,0.5635
Australia,Dollars,19-Nov-02 ,0.5583
Australia,Dollars,20-Nov-02 ,0.5595
Australia,Dollars,21-Nov-02 ,0.5622
Australia,Dollars,22-Nov-02 ,0.5638
Australia,Dollars,25-Nov-02 ,0.5590
Australia,Dollars,26-Nov-02 ,0.5597
Australia,Dollars,27-Nov-02 ,0.5563
Australia,Dollars,28-Nov-02 ,ND
Australia,Dollars,29-Nov-02 ,0.5601
Australia,Dollars, 2-Dec-02 ,0.5591
Australia,Dollars, 3-Dec-02 ,0.5589
Australia,Dollars, 4-Dec-02 ,0.5604
Australia,Dollars, 5-Dec-02 ,0.5614
Australia,Dollars, 6-Dec-02 ,0.5603
Australia,Dollars, 9-Dec-02 ,0.5630
Australia,Dollars,10-Dec-02 ,0.5595
Australia,Dollars,11-Dec-02 ,0.5607
Australia,Dollars,12-Dec-02 ,0.5651
Australia,Dollars,13-Dec-02 ,0.5646
Australia,Dollars,16-Dec-02 ,0.5660
Australia,Dollars,17-Dec-02 ,0.5660
Australia,Dollars,18-Dec-02 ,0.5650
Australia,Dollars,19-Dec-02 ,0.5650
Australia,Dollars,20-Dec-02 ,0.5618
Australia,Dollars,23-Dec-02 ,0.5613
Australia,Dollars,24-Dec-02 ,0.5630
Australia,Dollars,25-Dec-02 ,ND
Australia,Dollars,26-Dec-02 ,0.5627
Australia,Dollars,27-Dec-02 ,0.5608
Australia,Dollars,30-Dec-02 ,0.5636
Australia,Dollars,31-Dec-02 ,0.5625
Australia,Dollars, 1-Jan-03 ,ND
Australia,Dollars, 2-Jan-03 ,0.5629
Australia,Dollars, 3-Jan-03 ,0.5655
Australia,Dollars, 6-Jan-03 ,0.5762
Australia,Dollars, 7-Jan-03 ,0.5753
Australia,Dollars, 8-Jan-03 ,0.5749
Australia,Dollars, 9-Jan-03 ,0.5765
Australia,Dollars,10-Jan-03 ,0.5820
Australia,Dollars,13-Jan-03 ,0.5833
Australia,Dollars,14-Jan-03 ,0.5832
Australia,Dollars,15-Jan-03 ,0.5848
Australia,Dollars,16-Jan-03 ,0.5870
Australia,Dollars,17-Jan-03 ,0.5909
Australia,Dollars,20-Jan-03 ,ND
Australia,Dollars,21-Jan-03 ,0.5867
Australia,Dollars,22-Jan-03 ,0.5862
Australia,Dollars,23-Jan-03 ,0.5908
Australia,Dollars,24-Jan-03 ,0.5922
Australia,Dollars,27-Jan-03 ,0.5896
Australia,Dollars,28-Jan-03 ,0.5887
Australia,Dollars,29-Jan-03 ,0.5908
Australia,Dollars,30-Jan-03 ,0.5872
Australia,Dollars,31-Jan-03 ,0.5860
Australia,Dollars, 3-Feb-03 ,0.5843
Australia,Dollars, 4-Feb-03 ,0.5906
Australia,Dollars, 5-Feb-03 ,0.5902
Australia,Dollars, 6-Feb-03 ,0.5910
Australia,Dollars, 7-Feb-03 ,0.5903
Australia,Dollars,10-Feb-03 ,0.5894
Australia,Dollars,11-Feb-03 ,0.5893
Australia,Dollars,12-Feb-03 ,0.5900
Australia,Dollars,13-Feb-03 ,0.5960
Australia,Dollars,14-Feb-03 ,0.5921
Australia,Dollars,17-Feb-03 ,ND
Australia,Dollars,18-Feb-03 ,0.5912
Australia,Dollars,19-Feb-03 ,0.5943
Australia,Dollars,20-Feb-03 ,0.5985
Australia,Dollars,21-Feb-03 ,0.5972
Australia,Dollars,24-Feb-03 ,0.6057
Australia,Dollars,25-Feb-03 ,0.6053
Australia,Dollars,26-Feb-03 ,0.6075
Australia,Dollars,27-Feb-03 ,0.6054
Australia,Dollars,28-Feb-03 ,0.6075
Australia,Dollars, 3-Mar-03 ,0.6136
Australia,Dollars, 4-Mar-03 ,0.6137
Australia,Dollars, 5-Mar-03 ,0.6161
Australia,Dollars, 6-Mar-03 ,0.6142
Australia,Dollars, 7-Mar-03 ,0.6137
Australia,Dollars,10-Mar-03 ,0.6157
Australia,Dollars,11-Mar-03 ,0.6040
Australia,Dollars,12-Mar-03 ,0.5959
Australia,Dollars,13-Mar-03 ,0.5941
Australia,Dollars,14-Mar-03 ,0.5966
Australia,Dollars,17-Mar-03 ,0.5922
Australia,Dollars,18-Mar-03 ,0.5927
Australia,Dollars,19-Mar-03 ,0.5913
Australia,Dollars,20-Mar-03 ,0.5935
Australia,Dollars,21-Mar-03 ,0.5905
Australia,Dollars,24-Mar-03 ,0.5947
Australia,Dollars,25-Mar-03 ,0.5968
Australia,Dollars,26-Mar-03 ,0.5972
Australia,Dollars,27-Mar-03 ,0.6000
Australia,Dollars,28-Mar-03 ,0.6003
Australia,Dollars,31-Mar-03 ,0.6045
Australia,Dollars, 1-Apr-03 ,0.6045
Australia,Dollars, 2-Apr-03 ,0.5997
Australia,Dollars, 3-Apr-03 ,0.5996
Australia,Dollars, 4-Apr-03 ,0.6010
Australia,Dollars, 7-Apr-03 ,0.5970
Australia,Dollars, 8-Apr-03 ,0.6004
Australia,Dollars, 9-Apr-03 ,0.6032
Australia,Dollars,10-Apr-03 ,0.6061
Australia,Dollars,11-Apr-03 ,0.6047
Australia,Dollars,14-Apr-03 ,0.6031
Australia,Dollars,15-Apr-03 ,0.6056
Australia,Dollars,16-Apr-03 ,0.6115
Australia,Dollars,17-Apr-03 ,0.6147
Australia,Dollars,18-Apr-03 ,0.6144
Australia,Dollars,21-Apr-03 ,0.6140
Australia,Dollars,22-Apr-03 ,0.6212
Australia,Dollars,23-Apr-03 ,0.6173
Australia,Dollars,24-Apr-03 ,0.6205
Australia,Dollars,25-Apr-03 ,0.6152
Australia,Dollars,28-Apr-03 ,0.6192
Australia,Dollars,29-Apr-03 ,0.6200
Australia,Dollars,30-Apr-03 ,0.6262
Australia,Dollars, 1-May-03 ,0.6318
Australia,Dollars, 2-May-03 ,0.6298
Australia,Dollars, 5-May-03 ,0.6343
Australia,Dollars, 6-May-03 ,0.6383
Australia,Dollars, 7-May-03 ,0.6362
Australia,Dollars, 8-May-03 ,0.6424
Australia,Dollars, 9-May-03 ,0.6448
Australia,Dollars,12-May-03 ,0.6482
Australia,Dollars,13-May-03 ,0.6458
Australia,Dollars,14-May-03 ,0.6474
Australia,Dollars,15-May-03 ,0.6425
Australia,Dollars,16-May-03 ,0.6502
Australia,Dollars,19-May-03 ,0.6560
Australia,Dollars,20-May-03 ,0.6572
Australia,Dollars,21-May-03 ,0.6563
Australia,Dollars,22-May-03 ,0.6585
Australia,Dollars,23-May-03 ,0.6575
Australia,Dollars,26-May-03 ,ND
Australia,Dollars,27-May-03 ,0.6585
Australia,Dollars,28-May-03 ,0.6479
Australia,Dollars,29-May-03 ,0.6477
Australia,Dollars,30-May-03 ,0.6513
Australia,Dollars, 2-Jun-03 ,0.6564
Australia,Dollars, 3-Jun-03 ,0.6599
Australia,Dollars, 4-Jun-03 ,0.6657
Australia,Dollars, 5-Jun-03 ,0.6674
Australia,Dollars, 6-Jun-03 ,0.6591
Australia,Dollars, 9-Jun-03 ,0.6583
Australia,Dollars,10-Jun-03 ,0.6565
Australia,Dollars,11-Jun-03 ,0.6642
Australia,Dollars,12-Jun-03 ,0.6652
Australia,Dollars,13-Jun-03 ,0.6671
Australia,Dollars,16-Jun-03 ,0.6676
Australia,Dollars,17-Jun-03 ,0.6717
Australia,Dollars,18-Jun-03 ,0.6729
Australia,Dollars,19-Jun-03 ,0.6696
Australia,Dollars,20-Jun-03 ,0.6675
Australia,Dollars,23-Jun-03 ,0.6643
Australia,Dollars,24-Jun-03 ,0.6622
Australia,Dollars,25-Jun-03 ,0.6723
Australia,Dollars,26-Jun-03 ,0.6651
Australia,Dollars,27-Jun-03 ,0.6655
Australia,Dollars,30-Jun-03 ,0.6713
Australia,Dollars, 1-Jul-03 ,0.6760
Australia,Dollars, 2-Jul-03 ,0.6809
Australia,Dollars, 3-Jul-03 ,0.6823
Australia,Dollars, 4-Jul-03 ,ND
Australia,Dollars, 7-Jul-03 ,0.6806
Australia,Dollars, 8-Jul-03 ,0.6570
Australia,Dollars, 9-Jul-03 ,0.6545
Australia,Dollars,10-Jul-03 ,0.6587
Australia,Dollars,11-Jul-03 ,0.6607
Australia,Dollars,14-Jul-03 ,0.6600
Australia,Dollars,15-Jul-03 ,0.6518
Australia,Dollars,16-Jul-03 ,0.6565
Australia,Dollars,17-Jul-03 ,0.6517
Australia,Dollars,18-Jul-03 ,0.6454
Australia,Dollars,21-Jul-03 ,0.6518
Australia,Dollars,22-Jul-03 ,0.6505
Australia,Dollars,23-Jul-03 ,0.6597
Australia,Dollars,24-Jul-03 ,0.6648
Australia,Dollars,25-Jul-03 ,0.6642
Australia,Dollars,28-Jul-03 ,0.6639
Australia,Dollars,29-Jul-03 ,0.6653
Australia,Dollars,30-Jul-03 ,0.6525
Australia,Dollars,31-Jul-03 ,0.6474
Australia,Dollars, 1-Aug-03 ,0.6538
Australia,Dollars, 4-Aug-03 ,0.6472
Australia,Dollars, 5-Aug-03 ,0.6466
Australia,Dollars, 6-Aug-03 ,0.6465
Australia,Dollars, 7-Aug-03 ,0.6510
Australia,Dollars, 8-Aug-03 ,0.6535
Australia,Dollars,11-Aug-03 ,0.6586
Australia,Dollars,12-Aug-03 ,0.6568
Australia,Dollars,13-Aug-03 ,0.6572
Australia,Dollars,14-Aug-03 ,0.6562
Australia,Dollars,15-Aug-03 ,0.6583
Australia,Dollars,18-Aug-03 ,0.6562
Australia,Dollars,19-Aug-03 ,0.6563
Australia,Dollars,20-Aug-03 ,0.6593
Australia,Dollars,21-Aug-03 ,0.6535
Australia,Dollars,22-Aug-03 ,0.6506
Australia,Dollars,25-Aug-03 ,0.6513
Australia,Dollars,26-Aug-03 ,0.6455
Australia,Dollars,27-Aug-03 ,0.6406
Australia,Dollars,28-Aug-03 ,0.6390
Australia,Dollars,29-Aug-03 ,0.6490
Australia,Dollars, 1-Sep-03 ,ND
Australia,Dollars, 2-Sep-03 ,0.6402
Australia,Dollars, 3-Sep-03 ,0.6405
Australia,Dollars, 4-Sep-03 ,0.6395
Australia,Dollars, 5-Sep-03 ,0.6468
Australia,Dollars, 8-Sep-03 ,0.6502
Australia,Dollars, 9-Sep-03 ,0.6580
Australia,Dollars,10-Sep-03 ,0.6575
Australia,Dollars,11-Sep-03 ,0.6595
Australia,Dollars,12-Sep-03 ,0.6638
Australia,Dollars,15-Sep-03 ,0.6665
Australia,Dollars,16-Sep-03 ,0.6618
Australia,Dollars,17-Sep-03 ,0.6642
Australia,Dollars,18-Sep-03 ,0.6659
Australia,Dollars,19-Sep-03 ,0.6727
Australia,Dollars,22-Sep-03 ,0.6810
Australia,Dollars,23-Sep-03 ,0.6789
Australia,Dollars,24-Sep-03 ,0.6784
Australia,Dollars,25-Sep-03 ,0.6796
Australia,Dollars,26-Sep-03 ,0.6745
Australia,Dollars,29-Sep-03 ,0.6745
Australia,Dollars,30-Sep-03 ,0.6797
Australia,Dollars, 1-Oct-03 ,0.6830
Australia,Dollars, 2-Oct-03 ,0.6846
Australia,Dollars, 3-Oct-03 ,0.6814
Australia,Dollars, 6-Oct-03 ,0.6848
Australia,Dollars, 7-Oct-03 ,0.6908
Australia,Dollars, 8-Oct-03 ,0.6903
Australia,Dollars, 9-Oct-03 ,0.6880
Australia,Dollars,10-Oct-03 ,0.6916
Australia,Dollars,13-Oct-03 ,ND
Australia,Dollars,14-Oct-03 ,0.6889
Australia,Dollars,15-Oct-03 ,0.6898
Australia,Dollars,16-Oct-03 ,0.6912
Australia,Dollars,17-Oct-03 ,0.6918
Australia,Dollars,20-Oct-03 ,0.6935
Australia,Dollars,21-Oct-03 ,0.6996
Australia,Dollars,22-Oct-03 ,0.7067
Australia,Dollars,23-Oct-03 ,0.6999
Australia,Dollars,24-Oct-03 ,0.7009
Australia,Dollars,27-Oct-03 ,0.7038
Australia,Dollars,28-Oct-03 ,0.7051
Australia,Dollars,29-Oct-03 ,0.7047
Australia,Dollars,30-Oct-03 ,0.7075
Australia,Dollars,31-Oct-03 ,0.7077
Australia,Dollars, 3-Nov-03 ,0.6986
Australia,Dollars, 4-Nov-03 ,0.7017
Australia,Dollars, 5-Nov-03 ,0.7100
Australia,Dollars, 6-Nov-03 ,0.7075
Australia,Dollars, 7-Nov-03 ,0.7092
Australia,Dollars,10-Nov-03 ,0.7167
Australia,Dollars,11-Nov-03 ,ND
Australia,Dollars,12-Nov-03 ,0.7180
Australia,Dollars,13-Nov-03 ,0.7196
Australia,Dollars,14-Nov-03 ,0.7179
Australia,Dollars,17-Nov-03 ,0.7105
Australia,Dollars,18-Nov-03 ,0.7212
Australia,Dollars,19-Nov-03 ,0.7229
Australia,Dollars,20-Nov-03 ,0.7238
Australia,Dollars,21-Nov-03 ,0.7227
Australia,Dollars,24-Nov-03 ,0.7176
Australia,Dollars,25-Nov-03 ,0.7186
Australia,Dollars,26-Nov-03 ,0.7237
Australia,Dollars,27-Nov-03 ,ND
Australia,Dollars,28-Nov-03 ,0.7236
Australia,Dollars, 1-Dec-03 ,0.7265
Australia,Dollars, 2-Dec-03 ,0.7318
Australia,Dollars, 3-Dec-03 ,0.7358
Australia,Dollars, 4-Dec-03 ,0.7336
Australia,Dollars, 5-Dec-03 ,0.7358
Australia,Dollars, 8-Dec-03 ,0.7402
Australia,Dollars, 9-Dec-03 ,0.7398
Australia,Dollars,10-Dec-03 ,0.7398
Australia,Dollars,11-Dec-03 ,0.7355
Australia,Dollars,12-Dec-03 ,0.7425
Australia,Dollars,15-Dec-03 ,0.7429
Australia,Dollars,16-Dec-03 ,0.7436
Australia,Dollars,17-Dec-03 ,0.7408
Australia,Dollars,18-Dec-03 ,0.7374
Australia,Dollars,19-Dec-03 ,0.7365
Australia,Dollars,22-Dec-03 ,0.7340
Australia,Dollars,23-Dec-03 ,0.7361
Australia,Dollars,24-Dec-03 ,0.7430
Australia,Dollars,25-Dec-03 ,ND
Australia,Dollars,26-Dec-03 ,0.7415
Australia,Dollars,29-Dec-03 ,0.7422
Australia,Dollars,30-Dec-03 ,0.7482
Australia,Dollars,31-Dec-03 ,0.7520
Australia,Dollars, 1-Jan-04 ,ND
Australia,Dollars, 2-Jan-04 ,0.7576
Australia,Dollars, 5-Jan-04 ,0.7682
Australia,Dollars, 6-Jan-04 ,0.7702
Australia,Dollars, 7-Jan-04 ,0.7685
Australia,Dollars, 8-Jan-04 ,0.7755
Australia,Dollars, 9-Jan-04 ,0.7777
Australia,Dollars,12-Jan-04 ,0.7788
Australia,Dollars,13-Jan-04 ,0.7772
Australia,Dollars,14-Jan-04 ,0.7779
Australia,Dollars,15-Jan-04 ,0.7702
Australia,Dollars,16-Jan-04 ,0.7663
Australia,Dollars,19-Jan-04 ,ND
Australia,Dollars,20-Jan-04 ,0.7691
Australia,Dollars,21-Jan-04 ,0.7733
Australia,Dollars,22-Jan-04 ,0.7791
Australia,Dollars,23-Jan-04 ,0.7714
Australia,Dollars,26-Jan-04 ,0.7730
Australia,Dollars,27-Jan-04 ,0.7805
Australia,Dollars,28-Jan-04 ,0.7788
Australia,Dollars,29-Jan-04 ,0.7585
Australia,Dollars,30-Jan-04 ,0.7625
Australia,Dollars, 2-Feb-04 ,0.7566
Australia,Dollars, 3-Feb-04 ,0.7651
Australia,Dollars, 4-Feb-04 ,0.7624
Australia,Dollars, 5-Feb-04 ,0.7655
Australia,Dollars, 6-Feb-04 ,0.7679
Australia,Dollars, 9-Feb-04 ,0.7760
Australia,Dollars,10-Feb-04 ,0.7814
Australia,Dollars,11-Feb-04 ,0.7860
Australia,Dollars,12-Feb-04 ,0.7887
Australia,Dollars,13-Feb-04 ,0.7875
Australia,Dollars,16-Feb-04 ,ND
Australia,Dollars,17-Feb-04 ,0.7979
Australia,Dollars,18-Feb-04 ,0.7930
Australia,Dollars,19-Feb-04 ,0.7912
Australia,Dollars,20-Feb-04 ,0.7740
Australia,Dollars,23-Feb-04 ,0.7743
Australia,Dollars,24-Feb-04 ,0.7808
Australia,Dollars,25-Feb-04 ,0.7722
Australia,Dollars,26-Feb-04 ,0.7703
Australia,Dollars,27-Feb-04 ,0.7717
Australia,Dollars, 1-Mar-04 ,0.7725
Australia,Dollars, 2-Mar-04 ,0.7610
Australia,Dollars, 3-Mar-04 ,0.7424
Australia,Dollars, 4-Mar-04 ,0.7529
Australia,Dollars, 5-Mar-04 ,0.7587
Australia,Dollars, 8-Mar-04 ,0.7553
Australia,Dollars, 9-Mar-04 ,0.7635
Australia,Dollars,10-Mar-04 ,0.7486
Australia,Dollars,11-Mar-04 ,0.7361
Australia,Dollars,12-Mar-04 ,0.7325
Australia,Dollars,15-Mar-04 ,0.7349
Australia,Dollars,16-Mar-04 ,0.7411
Australia,Dollars,17-Mar-04 ,0.7392
Australia,Dollars,18-Mar-04 ,0.7522
Australia,Dollars,19-Mar-04 ,0.7475
Australia,Dollars,22-Mar-04 ,0.7548
Australia,Dollars,23-Mar-04 ,0.7526
Australia,Dollars,24-Mar-04 ,0.7488
Australia,Dollars,25-Mar-04 ,0.7407
Australia,Dollars,26-Mar-04 ,0.7428
Australia,Dollars,29-Mar-04 ,0.7484
Australia,Dollars,30-Mar-04 ,0.7531
Australia,Dollars,31-Mar-04 ,0.7620
Australia,Dollars, 1-Apr-04 ,0.7671
Australia,Dollars, 2-Apr-04 ,0.7584
Australia,Dollars, 5-Apr-04 ,0.7531
Australia,Dollars, 6-Apr-04 ,0.7615
Australia,Dollars, 7-Apr-04 ,0.7674
Australia,Dollars, 8-Apr-04 ,0.7610
Australia,Dollars, 9-Apr-04 ,0.7623
Australia,Dollars,12-Apr-04 ,0.7677
Australia,Dollars,13-Apr-04 ,0.7547
Australia,Dollars,14-Apr-04 ,0.7339
Australia,Dollars,15-Apr-04 ,0.7379
Australia,Dollars,16-Apr-04 ,0.7456
Australia,Dollars,19-Apr-04 ,0.7453
Australia,Dollars,20-Apr-04 ,0.7371
Australia,Dollars,21-Apr-04 ,0.7318
Australia,Dollars,22-Apr-04 ,0.7303
Australia,Dollars,23-Apr-04 ,0.7287
Australia,Dollars,26-Apr-04 ,0.7335
Australia,Dollars,27-Apr-04 ,0.7335
Australia,Dollars,28-Apr-04 ,0.7232
Australia,Dollars,29-Apr-04 ,0.7198
Australia,Dollars,30-Apr-04 ,0.7210
Australia,Dollars, 3-May-04 ,0.7198
Australia,Dollars, 4-May-04 ,0.7284
Australia,Dollars, 5-May-04 ,0.7337
Australia,Dollars, 6-May-04 ,0.7238
Australia,Dollars, 7-May-04 ,0.7031
Australia,Dollars,10-May-04 ,0.6910
Australia,Dollars,11-May-04 ,0.6953
Australia,Dollars,12-May-04 ,0.6962
Australia,Dollars,13-May-04 ,0.6882
Australia,Dollars,14-May-04 ,0.6895
Australia,Dollars,17-May-04 ,0.6887
Australia,Dollars,18-May-04 ,0.6866
Australia,Dollars,19-May-04 ,0.6978
Australia,Dollars,20-May-04 ,0.6930
Australia,Dollars,21-May-04 ,0.7008
Australia,Dollars,24-May-04 ,0.6982
Australia,Dollars,25-May-04 ,0.7060
Australia,Dollars,26-May-04 ,0.7059
Australia,Dollars,27-May-04 ,0.7179
Australia,Dollars,28-May-04 ,0.7138
Australia,Dollars,31-May-04 ,ND
Australia,Dollars, 1-Jun-04 ,0.7067
Australia,Dollars, 2-Jun-04 ,0.6970
Australia,Dollars, 3-Jun-04 ,0.6849
Australia,Dollars, 4-Jun-04 ,0.6922
Australia,Dollars, 7-Jun-04 ,0.7043
Australia,Dollars, 8-Jun-04 ,0.7010
Australia,Dollars, 9-Jun-04 ,0.6920
Australia,Dollars,10-Jun-04 ,0.6983
Australia,Dollars,11-Jun-04 ,0.6912
Australia,Dollars,14-Jun-04 ,0.6883
Australia,Dollars,15-Jun-04 ,0.6960
Australia,Dollars,16-Jun-04 ,0.6870
Australia,Dollars,17-Jun-04 ,0.6840
Australia,Dollars,18-Jun-04 ,0.6905
Australia,Dollars,21-Jun-04 ,0.6905
Australia,Dollars,22-Jun-04 ,0.6855
Australia,Dollars,23-Jun-04 ,0.6865
Australia,Dollars,24-Jun-04 ,0.6996
Australia,Dollars,25-Jun-04 ,0.6990
Australia,Dollars,28-Jun-04 ,0.6998
Australia,Dollars,29-Jun-04 ,0.6908
Australia,Dollars,30-Jun-04 ,0.6952
Australia,Dollars, 1-Jul-04 ,0.7036
Australia,Dollars, 2-Jul-04 ,0.7125
Australia,Dollars, 5-Jul-04 ,ND
Australia,Dollars, 6-Jul-04 ,0.7148
Australia,Dollars, 7-Jul-04 ,0.7232
Australia,Dollars, 8-Jul-04 ,0.7221
Australia,Dollars, 9-Jul-04 ,0.7226
Australia,Dollars,12-Jul-04 ,0.7280
Australia,Dollars,13-Jul-04 ,0.7216
Australia,Dollars,14-Jul-04 ,0.7225
Australia,Dollars,15-Jul-04 ,0.7235
Australia,Dollars,16-Jul-04 ,0.7310
Australia,Dollars,19-Jul-04 ,0.7334
Australia,Dollars,20-Jul-04 ,0.7313
Australia,Dollars,21-Jul-04 ,0.7131
Australia,Dollars,22-Jul-04 ,0.7152
Australia,Dollars,23-Jul-04 ,0.7102
Australia,Dollars,26-Jul-04 ,0.7090
Australia,Dollars,27-Jul-04 ,0.7006
Australia,Dollars,28-Jul-04 ,0.6980
Australia,Dollars,29-Jul-04 ,0.6994
Australia,Dollars,30-Jul-04 ,0.7035
Australia,Dollars, 2-Aug-04 ,0.7042
Australia,Dollars, 3-Aug-04 ,0.7046
Australia,Dollars, 4-Aug-04 ,0.7037
Australia,Dollars, 5-Aug-04 ,0.7038
Australia,Dollars, 6-Aug-04 ,0.7148
Australia,Dollars, 9-Aug-04 ,0.7172
Australia,Dollars,10-Aug-04 ,0.7155
Australia,Dollars,11-Aug-04 ,0.7132
Australia,Dollars,12-Aug-04 ,0.7127
Australia,Dollars,13-Aug-04 ,0.7160
Australia,Dollars,16-Aug-04 ,0.7169
Australia,Dollars,17-Aug-04 ,0.7148
Australia,Dollars,18-Aug-04 ,0.7145
Australia,Dollars,19-Aug-04 ,0.7245
Australia,Dollars,20-Aug-04 ,0.7238
Australia,Dollars,23-Aug-04 ,0.7184
Australia,Dollars,24-Aug-04 ,0.7064
Australia,Dollars,25-Aug-04 ,0.7061
